Gene stable ID,Chromosome/scaffold name,Gene name
ENSG00000132554,8,RGS22
ENSG00000182185,14,RAD51B
ENSG00000179299,4,NSUN7
ENSG00000151882,5,CCL28
ENSG00000183153,17,GJD3
ENSG00000247708,4,STX18-AS1
ENSG00000100211,22,CBY1
ENSG00000185818,4,NAT8L
ENSG00000231372,HSCHR6_MHC_MANN,MICB
ENSG00000143933,2,CALM2
ENSG00000122884,10,P4HA1
ENSG00000170369,20,CST2
ENSG00000106330,7,MOSPD3
ENSG00000131747,17,TOP2A
ENSG00000188313,3,PLSCR1
ENSG00000206398,HSCHR6_MHC_QBL,LY6G6C
ENSG00000011143,17,MKS1
ENSG00000100216,22,TOMM22
ENSG00000168003,11,SLC3A2
ENSG00000197381,21,ADARB1
ENSG00000162594,1,IL23R
ENSG00000149435,20,GGTLC1
ENSG00000172893,11,DHCR7
ENSG00000130997,4,POLN
ENSG00000172986,3,GXYLT2
ENSG00000101463,20,SYNDIG1
ENSG00000100221,22,JOSD1
ENSG00000140279,15,DUOX2
ENSG00000102385,X,DRP2
ENSG00000197102,14,DYNC1H1
ENSG00000090554,19,FLT3LG
ENSG00000139737,13,SLAIN1
ENSG00000015285,X,WAS
ENSG00000153246,2,PLA2R1
ENSG00000105711,19,SCN1B
ENSG00000130560,9,UBAC1
ENSG00000142733,1,MAP3K6
ENSG00000120733,5,KDM3B
ENSG00000211786,14,TRAV8-2
ENSG00000264331,X,AC003035.1
ENSG00000206395,HSCHR6_MHC_QBL,DDAH2
ENSG00000211788,14,TRAV13-1
ENSG00000159322,15,ADPGK
ENSG00000163605,3,PPP4R2
ENSG00000111186,12,WNT5B
ENSG00000168918,2,INPP5D
ENSG00000198393,12,ZNF26
ENSG00000100226,22,GTPBP1
ENSG00000203471,10,AL359697.1
ENSG00000167984,16,NLRC3
ENSG00000151694,2,ADAM17
ENSG00000158109,1,TPRG1L
ENSG00000204790,9,CBWD6
ENSG00000262866,HG883_PATCH,IFT20
ENSG00000102967,16,DHODH
ENSG00000071539,5,TRIP13
ENSG00000148411,9,NACC2
ENSG00000114841,3,DNAH1
ENSG00000169994,2,MYO7B
ENSG00000077984,20,CST7
ENSG00000144339,2,TMEFF2
ENSG00000265550,4,AC097382.1
ENSG00000163827,3,LRRC2
ENSG00000130119,X,GNL3L
ENSG00000164112,4,TMEM155
ENSG00000140274,15,DUOXA2
ENSG00000169402,7,RSPH10B2
ENSG00000055332,2,EIF2AK2
ENSG00000243067,HSCHR6_MHC_COX,PSMB9
ENSG00000042493,2,CAPG
ENSG00000136160,13,EDNRB
ENSG00000109854,11,HTATIP2
ENSG00000116213,1,WRAP73
ENSG00000101474,20,APMAP
ENSG00000127616,19,SMARCA4
ENSG00000142748,1,FCN3
ENSG00000106327,7,TFR2
ENSG00000105707,19,HPN
ENSG00000269386,19,RAB11B-AS1
ENSG00000171823,12,FBXL14
ENSG00000137275,6,RIPK1
ENSG00000206432,18,TMEM200C
ENSG00000262841,HSCHR5_1_CTG1,CDK7
ENSG00000232125,2,DYTN
ENSG00000081985,1,IL12RB2
ENSG00000155980,12,KIF5A
ENSG00000006831,12,ADIPOR2
ENSG00000143624,1,INTS3
ENSG00000109061,17,MYH1
ENSG00000148843,10,PDCD11
ENSG00000165661,9,QSOX2
ENSG00000188827,16,SLX4
ENSG00000185000,8,DGAT1
ENSG00000225859,HSCHR6_MHC_MANN,DDX39B
ENSG00000177098,11,SCN4B
ENSG00000206394,HSCHR6_MHC_QBL,CLIC1
ENSG00000140254,15,DUOXA1
ENSG00000241186,3,TDGF1
ENSG00000221221,10,AL139815.1
ENSG00000143776,1,CDC42BPA
ENSG00000154655,18,L3MBTL4
ENSG00000138400,2,MDH1B
ENSG00000262407,HSCHR5_1_CTG1,CCDC125
ENSG00000138668,4,HNRNPD
ENSG00000211791,14,TRAV13-2
ENSG00000147439,8,BIN3
ENSG00000056972,6,TRAF3IP2
ENSG00000140830,16,TXNL4B
ENSG00000142541,19,RPL13A
ENSG00000211792,14,TRAV14DV4
ENSG00000211793,14,TRAV9-2
ENSG00000160360,9,GPSM1
ENSG00000181773,1,GPR3
ENSG00000211794,14,TRAV12-3
ENSG00000265379,19,AC008752.2
ENSG00000198040,12,ZNF84
ENSG00000216102,19,AC008752.1
ENSG00000211797,14,TRAV17
ENSG00000126581,17,BECN1
ENSG00000211799,14,TRAV19
ENSG00000100242,22,SUN2
ENSG00000064652,5,SNX24
ENSG00000211801,14,TRAV21
ENSG00000158195,1,WASF2
ENSG00000211802,14,TRAV22
ENSG00000170545,12,SMAGP
ENSG00000213918,16,DNASE1
ENSG00000211804,14,TRDV1
ENSG00000211805,14,TRAV24
ENSG00000163697,4,APBB2
ENSG00000167419,17,LPO
ENSG00000211807,14,TRAV26-1
ENSG00000211810,14,TRAV29DV5
ENSG00000172890,11,NADSYN1
ENSG00000196388,17,INCA1
ENSG00000213221,9,DNLZ
ENSG00000166573,18,GALR1
ENSG00000142864,1,SERBP1
ENSG00000264372,4,AC108519.1
ENSG00000211817,14,TRAV38-2DV8
ENSG00000168539,11,CHRM1
ENSG00000180263,12,FGD6
ENSG00000196400,9,BX255923.1
ENSG00000067141,15,NEO1
ENSG00000139746,13,RBM26
ENSG00000211820,14,TRAV41
ENSG00000145506,5,NKD2
ENSG00000211821,14,TRDV2
ENSG00000149575,11,SCN2B
ENSG00000256463,18,SALL3
ENSG00000108578,17,BLMH
ENSG00000211825,14,TRDJ1
ENSG00000172014,9,ANKRD20A4
ENSG00000172244,5,C5orf34
ENSG00000173208,12,ABCD2
ENSG00000187796,9,CARD9
ENSG00000211829,14,TRDC
ENSG00000173230,3,GOLGB1
ENSG00000255423,3,EBLN2
ENSG00000205810,12,KLRC3
ENSG00000197901,11,SLC22A6
ENSG00000214367,4,HAUS3
ENSG00000165694,X,FRMD7
ENSG00000257017,16,HP
ENSG00000185238,11,PRMT3
ENSG00000204779,9,FOXD4L5
ENSG00000157107,5,FCHO2
ENSG00000088756,18,ARHGAP28
ENSG00000137274,6,BPHL
ENSG00000205809,12,KLRC2
ENSG00000182568,3,SATB1
ENSG00000102313,X,ITIH6
ENSG00000196950,2,SLC39A10
ENSG00000123737,4,EXOSC9
ENSG00000226850,HSCHR6_MHC_MANN,ATP6V1G2
ENSG00000121440,3,PDZRN3
ENSG00000165684,9,SNAPC4
ENSG00000141753,17,IGFBP4
ENSG00000100246,22,DNAL4
ENSG00000156509,8,FBXO43
ENSG00000184445,12,KNTC1
ENSG00000173210,5,ABLIM3
ENSG00000123933,4,MXD4
ENSG00000181192,10,DHTKD1
ENSG00000134308,2,YWHAQ
ENSG00000169877,16,AHSP
ENSG00000116717,1,GADD45A
ENSG00000227565,HSCHR6_MHC_MANN,NFKBIL1
ENSG00000221890,22,NPTXR
ENSG00000147669,8,POLR2K
ENSG00000166377,18,ATP9B
ENSG00000102471,13,NDFIP2
ENSG00000134545,12,KLRC1
ENSG00000131746,17,TNS4
ENSG00000183117,8,CSMD1
ENSG00000183741,22,CBX6
ENSG00000172380,1,GNG12
ENSG00000123728,X,RAP2C
ENSG00000126602,16,TRAP1
ENSG00000235569,HSCHR6_MHC_QBL,MSH5
ENSG00000125414,17,MYH2
ENSG00000197302,16,ZNF720
ENSG00000162595,1,DIRAS3
ENSG00000181450,1,ZNF678
ENSG00000154930,20,ACSS1
ENSG00000142534,19,RPS11
ENSG00000166321,10,NUDT13
ENSG00000206503,6,HLA-A
ENSG00000128383,22,APOBEC3A
ENSG00000231408,HSCHR6_MHC_MANN,LTA
ENSG00000168938,5,PPIC
ENSG00000126705,1,AHDC1
ENSG00000231213,3,PLSCR5
ENSG00000136158,13,SPRY2
ENSG00000104450,8,SPAG1
ENSG00000185650,14,ZFP36L1
ENSG00000102316,X,MAGED2
ENSG00000169139,8,UBE2V2
ENSG00000118246,2,FASTKD2
ENSG00000180116,12,C12orf40
ENSG00000186866,21,POFUT2
ENSG00000179066,19,AC020907.1
ENSG00000138068,2,SULT6B1
ENSG00000143740,1,SNAP47
ENSG00000184564,13,SLITRK6
ENSG00000228321,HSCHR6_MHC_MANN,TNF
ENSG00000143554,1,SLC27A3
ENSG00000146574,7,CCZ1B
ENSG00000115221,2,ITGB6
ENSG00000185947,16,ZNF267
ENSG00000135185,7,TMEM243
ENSG00000165300,13,SLITRK5
ENSG00000078900,1,TP73
ENSG00000061455,5,PRDM6
ENSG00000179399,13,GPC5
ENSG00000223448,HSCHR6_MHC_MANN,LTB
ENSG00000166908,12,PIP4K2C
ENSG00000237836,X,PHKA2-AS1
ENSG00000151062,12,CACNA2D4
ENSG00000244509,22,APOBEC3C
ENSG00000129250,17,KIF1C
ENSG00000081692,1,JMJD4
ENSG00000000938,1,FGR
ENSG00000263302,HSCHR5_1_CTG1,TAF9
ENSG00000205456,16,TP53TG3D
ENSG00000183098,13,GPC6
ENSG00000085978,2,ATG16L1
ENSG00000263577,10,AL160291.1
ENSG00000100987,20,VSX1
ENSG00000116729,1,WLS
ENSG00000243811,22,APOBEC3D
ENSG00000132563,5,REEP2
ENSG00000152292,2,SH2D6
ENSG00000185888,1,PRSS38
ENSG00000089356,19,FXYD3
ENSG00000165688,9,PMPCA
ENSG00000149452,11,SLC22A8
ENSG00000143816,1,WNT9A
ENSG00000159733,4,ZFYVE28
ENSG00000170616,8,SCRT1
ENSG00000143614,1,GATAD2B
ENSG00000128394,22,APOBEC3F
ENSG00000102387,X,TAF7L
ENSG00000080166,13,DCT
ENSG00000263425,X,AC131011.1
ENSG00000154342,1,WNT3A
ENSG00000104870,19,FCGRT
ENSG00000214597,8,TMEM249
ENSG00000151229,12,SLC2A13
ENSG00000110934,12,BIN2
ENSG00000179088,12,C12orf42
ENSG00000076770,X,MBNL3
ENSG00000231048,HSCHR6_MHC_MANN,LST1
ENSG00000187736,2,NHEJ1
ENSG00000174963,3,ZIC4
ENSG00000204348,6,DXO
ENSG00000211842,14,TRAJ47
ENSG00000101680,18,LAMA1
ENSG00000239713,22,APOBEC3G
ENSG00000234230,X,ZFX-AS1
ENSG00000143761,1,ARF1
ENSG00000160588,11,MPZL3
ENSG00000144191,2,CNGA3
ENSG00000211850,14,TRAJ39
ENSG00000088451,13,TGDS
ENSG00000204843,2,DCTN1
ENSG00000077080,7,ACTL6B
ENSG00000257793,HSCHR17_1,CRHR1
ENSG00000148384,9,INPP5E
ENSG00000034239,8,EFCAB1
ENSG00000179388,8,EGR3
ENSG00000168944,5,CEP120
ENSG00000101945,X,SUV39H1
ENSG00000100298,22,APOBEC3H
ENSG00000204571,11,KRTAP5-11
ENSG00000126709,1,IFI6
ENSG00000137857,15,DUOX1
ENSG00000116745,1,RPE65
ENSG00000128534,7,NAA38
ENSG00000152749,13,GPR180
ENSG00000134020,8,PEBP4
ENSG00000153902,19,LGI4
ENSG00000196387,12,ZNF140
ENSG00000250497,4,AC007126.1
ENSG00000198837,1,DENND4B
ENSG00000185803,8,SLC52A2
ENSG00000197658,11,SLC22A24
ENSG00000113805,3,CNTN3
ENSG00000138172,10,CALHM2
ENSG00000183960,3,KCNH8
ENSG00000126953,X,TIMM8A
ENSG00000158483,11,FAM86C1
ENSG00000100307,22,CBX7
ENSG00000106013,7,ANKRD7
ENSG00000143793,1,C1orf35
ENSG00000005339,16,CREBBP
ENSG00000165973,11,NELL1
ENSG00000115750,2,TAF1B
ENSG00000221343,19,AC010422.1
ENSG00000144410,2,CPO
ENSG00000227686,HSCHR6_MHC_QBL,VARS
ENSG00000171433,X,GLOD5
ENSG00000236979,HSCHR6_MHC_MANN,NCR3
ENSG00000008853,8,RHOBTB2
ENSG00000028203,12,VEZT
ENSG00000172239,5,PAIP1
ENSG00000102145,X,GATA1
ENSG00000184999,11,SLC22A10
ENSG00000132517,17,SLC52A1
ENSG00000113504,5,SLC12A7
ENSG00000106392,7,C1GALT1
ENSG00000149573,11,MPZL2
ENSG00000100311,22,PDGFB
ENSG00000248360,4,LINC00504
ENSG00000147996,9,CBWD5
ENSG00000118263,2,KLF7
ENSG00000261701,16,HPR
ENSG00000010671,X,BTK
ENSG00000262511,HSCHR5_1_CTG1,RAD17
ENSG00000172850,HSCHR6_MHC_QBL,LSM2
ENSG00000024526,1,DEPDC1
ENSG00000152795,4,HNRNPDL
ENSG00000173226,3,IQCB1
ENSG00000130164,19,LDLR
ENSG00000156427,5,FGF18
ENSG00000214854,22,AL031590.1
ENSG00000072110,14,ACTN1
ENSG00000197586,20,ENTPD6
ENSG00000153250,2,RBMS1
ENSG00000120738,5,EGR1
ENSG00000182271,17,TMIGD1
ENSG00000145386,4,CCNA2
ENSG00000198851,11,CD3E
ENSG00000185662,5,SMIM23
ENSG00000162592,1,CCDC27
ENSG00000125257,13,ABCC4
ENSG00000142552,19,RCN3
ENSG00000215018,7,COL28A1
ENSG00000165355,14,FBXO33
ENSG00000188906,12,LRRK2
ENSG00000120705,5,ETF1
ENSG00000140829,16,DHX38
ENSG00000118997,2,DNAH7
ENSG00000063978,4,RNF4
ENSG00000206383,HSCHR6_MHC_QBL,HSPA1L
ENSG00000263327,4,TAPT1-AS1
ENSG00000108582,17,CPD
ENSG00000141576,17,RNF157
ENSG00000182325,8,FBXL6
ENSG00000019549,8,SNAI2
ENSG00000137522,11,RNF121
ENSG00000065665,10,SEC61A2
ENSG00000142546,19,NOSIP
ENSG00000215328,HSCHR6_MHC_QBL,HSPA1A
ENSG00000148396,9,SEC16A
ENSG00000162104,16,ADCY9
ENSG00000248851,4,AC006427.2
ENSG00000262447,HG883_PATCH,TNFAIP1
ENSG00000168906,2,MAT2A
ENSG00000072803,5,FBXW11
ENSG00000009780,1,FAM76A
ENSG00000212866,HSCHR6_MHC_QBL,HSPA1B
ENSG00000160741,1,CRTC2
ENSG00000213901,2,SLC23A3
ENSG00000182871,21,COL18A1
ENSG00000227567,HSCHR6_MHC_DBB,APOM
ENSG00000040933,2,INPP4A
ENSG00000162910,1,MRPL55
ENSG00000226618,HSCHR6_MHC_MANN,PRRC2A
ENSG00000080824,14,HSP90AA1
ENSG00000157111,5,TMEM171
ENSG00000100316,22,RPL3
ENSG00000232367,HSCHR6_MHC_COX,TAP1
ENSG00000171241,16,SHCBP1
ENSG00000034677,8,RNF19A
ENSG00000033122,1,LRRC7
ENSG00000178038,3,ALS2CL
ENSG00000163576,3,EFHB
ENSG00000185739,16,SRL
ENSG00000094631,X,HDAC6
ENSG00000173876,10,TUBB8
ENSG00000235169,1,SMIM1
ENSG00000171714,11,ANO5
ENSG00000167286,11,CD3D
ENSG00000138686,4,BBS7
ENSG00000131196,18,NFATC1
ENSG00000138622,15,HCN4
ENSG00000130764,1,LRRC47
ENSG00000178498,12,DTX3
ENSG00000147481,8,SNTG1
ENSG00000090447,16,TFAP4
ENSG00000115486,2,GGCX
ENSG00000112992,5,NNT
ENSG00000118260,2,CREB1
ENSG00000134873,13,CLDN10
ENSG00000254635,10,WAC-AS1
ENSG00000172354,7,GNB2
ENSG00000091664,11,SLC17A6
ENSG00000186106,8,ANKRD46
ENSG00000248228,4,SLIT2-IT1
ENSG00000160654,11,CD3G
ENSG00000152977,3,ZIC1
ENSG00000157510,5,AFAP1L1
ENSG00000184408,7,KCND2
ENSG00000067445,X,TRO
ENSG00000137267,6,TUBB2A
ENSG00000267721,HG883_PATCH,TMEM199
ENSG00000069329,16,VPS35
ENSG00000111196,12,MAGOHB
ENSG00000229164,14,TRAC
ENSG00000126353,17,CCR7
ENSG00000266964,19,FXYD1
ENSG00000126603,16,GLIS2
ENSG00000183161,11,FANCF
ENSG00000116198,1,CEP104
ENSG00000196366,9,C9orf163
ENSG00000112658,6,SRF
ENSG00000196584,7,XRCC2
ENSG00000066557,1,LRRC40
ENSG00000129562,14,DAD1
ENSG00000106025,7,TSPAN12
ENSG00000267556,HG883_PATCH,SARM1
ENSG00000148400,9,NOTCH1
ENSG00000115816,2,CEBPZ
ENSG00000184494,HSCHR6_MHC_QBL,NEU1
ENSG00000174226,8,SNX31
ENSG00000156642,15,NPTN
ENSG00000134874,13,DZIP1
ENSG00000148935,11,GAS2
ENSG00000217930,16,PAM16
ENSG00000117758,1,STX12
ENSG00000262062,HG883_PATCH,VTN
ENSG00000136514,3,RTP4
ENSG00000100439,14,ABHD4
ENSG00000180787,17,ZFP3
ENSG00000204344,6,STK19
ENSG00000139610,12,CELA1
ENSG00000005469,7,CROT
ENSG00000221946,19,FXYD7
ENSG00000263043,HSCHR5_1_CTG1,MARVELD2
ENSG00000134317,2,GRHL1
ENSG00000145293,4,ENOPH1
ENSG00000167840,17,ZNF232
ENSG00000196917,12,HCAR1
ENSG00000165379,14,LRFN5
ENSG00000126460,19,PRRG2
ENSG00000154277,4,UCHL1
ENSG00000144566,3,RAB5A
ENSG00000139629,12,GALNT6
ENSG00000172889,9,EGFL7
ENSG00000173137,8,ADCK5
ENSG00000262667,HSCHR5_1_CTG1,OCLN
ENSG00000189139,14,FSCB
ENSG00000249242,4,TMEM150C
ENSG00000139726,12,DENR
ENSG00000196873,9,CBWD3
ENSG00000179476,14,C14orf28
ENSG00000102580,13,DNAJC3
ENSG00000060140,12,STYK1
ENSG00000138606,15,SHF
ENSG00000110344,11,UBE4A
ENSG00000126464,19,PRR12
ENSG00000228435,HSCHR6_MHC_DBB,C6orf47
ENSG00000010810,6,FYN
ENSG00000089327,19,FXYD5
ENSG00000227124,3,ZNF717
ENSG00000137496,11,IL18BP
ENSG00000161888,19,SPC24
ENSG00000214029,12,ZNF891
ENSG00000119888,2,EPCAM
ENSG00000213246,17,SUPT4H1
ENSG00000115649,2,CNPPD1
ENSG00000116754,1,SRSF11
ENSG00000173482,18,PTPRM
ENSG00000169692,9,AGPAT2
ENSG00000198168,11,SVIP
ENSG00000072163,2,LIMS2
ENSG00000100321,22,SYNGR1
ENSG00000164654,7,MIOS
ENSG00000151292,5,CSNK1G3
ENSG00000107954,10,NEURL1
ENSG00000206338,HSCHR6_MHC_QBL,CYP21A2
ENSG00000143774,1,GUK1
ENSG00000234154,HSCHR6_MHC_COX,HLA-DMB
ENSG00000229331,X,GK-IT1
ENSG00000103855,15,CD276
ENSG00000120889,8,TNFRSF10B
ENSG00000243055,X,GK-AS1
ENSG00000126458,19,RRAS
ENSG00000143570,1,SLC39A1
ENSG00000113013,5,HSPA9
ENSG00000122952,10,ZWINT
ENSG00000122882,10,ECD
ENSG00000147316,8,MCPH1
ENSG00000144891,3,AGTR1
ENSG00000255359,11,CCDC179
ENSG00000137860,15,SLC28A2
ENSG00000102595,13,UGGT2
ENSG00000251493,5,FOXD1
ENSG00000070756,8,PABPC1
ENSG00000117751,1,PPP1R8
ENSG00000109063,17,MYH3
ENSG00000197256,19,KANK2
ENSG00000100324,22,TAB1
ENSG00000187398,11,LUZP2
ENSG00000262186,HG883_PATCH,SLC46A1
ENSG00000183977,3,PP2D1
ENSG00000204003,9,LCN6
ENSG00000145741,5,BTF3
ENSG00000122515,7,ZMIZ2
ENSG00000169598,1,DFFB
ENSG00000262169,HSCHR5_1_CTG1,GTF2H2
ENSG00000185008,3,ROBO2
ENSG00000138741,4,TRPC3
ENSG00000187922,9,LCN10
ENSG00000005471,7,ABCB4
ENSG00000240771,12,ARHGEF25
ENSG00000167272,12,POP5
ENSG00000114166,3,KAT2B
ENSG00000118557,16,PMFBP1
ENSG00000126461,19,SCAF1
ENSG00000147485,8,PXDNL
ENSG00000128268,22,MGAT3
ENSG00000171766,15,GATM
ENSG00000091879,8,ANGPT2
ENSG00000100994,20,PYGB
ENSG00000130783,12,CCDC62
ENSG00000267206,9,LCN6
ENSG00000072786,5,STK10
ENSG00000251410,4,AC007106.1
ENSG00000118454,1,ANKRD13C
ENSG00000154330,9,PGM5
ENSG00000185262,17,UBALD2
ENSG00000255804,14,OR6J1
ENSG00000091651,16,ORC6
ENSG00000173638,21,SLC19A1
ENSG00000100335,22,MIEF1
ENSG00000015171,10,ZMYND11
ENSG00000204001,9,LCN8
ENSG00000071243,7,ING3
ENSG00000256223,12,ZNF10
ENSG00000228760,HSCHR6_MHC_MANN,BAG6
ENSG00000241343,X,RPL36A
ENSG00000185352,13,HS6ST3
ENSG00000243719,HSCHR6_MHC_COX,HLA-DMA
ENSG00000107957,10,SH3PXD2A
ENSG00000177984,9,LCN15
ENSG00000129646,17,QRICH2
ENSG00000145284,4,SCD5
ENSG00000165621,13,OXGR1
ENSG00000164284,5,GRPEL2
ENSG00000071894,8,CPSF1
ENSG00000155189,8,AGPAT5
ENSG00000133627,7,ACTR3B
ENSG00000233210,HSCHR6_MHC_DBB,GPANK1
ENSG00000197568,1,HHLA3
ENSG00000060138,12,YBX3
ENSG00000206418,18,RAB12
ENSG00000179454,14,KLHL28
ENSG00000244187,9,TMEM141
ENSG00000112659,6,CUL9
ENSG00000168246,5,UBTD2
ENSG00000130775,1,THEMIS2
ENSG00000128272,22,ATF4
ENSG00000155463,14,OXA1L
ENSG00000203877,6,RIPPLY2
ENSG00000060069,18,CTDP1
ENSG00000171004,X,HS6ST2
ENSG00000262246,16,CORO7
ENSG00000107242,9,PIP5K1B
ENSG00000168300,8,PCMTD1
ENSG00000206378,HSCHR6_MHC_QBL,SLC44A4
ENSG00000167139,15,TBC1D21
ENSG00000145088,3,EAF2
ENSG00000198835,1,GJC2
ENSG00000164825,8,DEFB1
ENSG00000174705,5,SH3PXD2B
ENSG00000139793,13,MBNL2
ENSG00000233948,HSCHR6_MHC_MCF,TRIM27
ENSG00000181873,1,IBA57
ENSG00000108375,17,RNF43
ENSG00000213213,9,CCDC183
ENSG00000126456,19,IRF3
ENSG00000169683,17,LRRC45
ENSG00000129038,15,LOXL1
ENSG00000105699,19,LSR
ENSG00000262654,HG883_PATCH,SLC13A2
ENSG00000059573,10,ALDH18A1
ENSG00000007312,17,CD79B
ENSG00000129204,17,USP6
ENSG00000116761,1,CTH
ENSG00000131467,17,PSME3
ENSG00000187051,22,RPS19BP1
ENSG00000163406,3,SLC15A2
ENSG00000163930,3,BAP1
ENSG00000187866,9,FAM122A
ENSG00000183570,21,PCBP3
ENSG00000171763,15,SPATA5L1
ENSG00000130561,2,SAG
ENSG00000118640,2,VAMP8
ENSG00000130158,19,DOCK6
ENSG00000125249,13,RAP2A
ENSG00000125386,4,FAM193A
ENSG00000215372,8,ZNF705G
ENSG00000230700,HSCHR6_MHC_DBB,CSNK2B
ENSG00000265035,4,AC079772.1
ENSG00000164331,5,ANKRA2
ENSG00000165060,9,FXN
ENSG00000145882,5,PCYOX1L
ENSG00000153002,3,CPB1
ENSG00000151151,10,IPMK
ENSG00000100997,20,ABHD12
ENSG00000157782,12,CABP1
ENSG00000106399,7,RPA3
ENSG00000178342,18,KCNG2
ENSG00000176160,17,HSF5
ENSG00000168899,2,VAMP5
ENSG00000065615,6,CYB5R4
ENSG00000196642,9,RABL6
ENSG00000181585,3,TMIE
ENSG00000070193,5,FGF10
ENSG00000137497,11,NUMA1
ENSG00000268553,5,AC027309.1
ENSG00000198035,10,AGAP9
ENSG00000140836,16,ZFHX3
ENSG00000214357,5,NEURL1B
ENSG00000081320,2,STK17B
ENSG00000102109,X,PCSK1N
ENSG00000196262,7,PPIA
ENSG00000050628,1,PTGER3
ENSG00000120129,5,DUSP1
ENSG00000146830,7,GIGYF1
ENSG00000127743,5,IL17B
ENSG00000085563,7,ABCB1
ENSG00000066379,6,ZNRD1
ENSG00000118058,11,KMT2A
ENSG00000136560,2,TANK
ENSG00000143578,1,CREB3L4
ENSG00000140795,16,MYLK3
ENSG00000166920,15,C15orf48
ENSG00000264253,HG883_PATCH,FOXN1
ENSG00000108587,17,GOSR1
ENSG00000144401,2,METTL21A
ENSG00000262464,HG883_PATCH,POLDIP2
ENSG00000130787,12,HIP1R
ENSG00000140153,14,WDR20
ENSG00000103035,16,PSMD7
ENSG00000090612,12,ZNF268
ENSG00000134343,11,ANO3
ENSG00000173535,8,TNFRSF10C
ENSG00000229006,HSCHR6_MHC_SSTO,TRIM27
ENSG00000067221,15,STOML1
ENSG00000104154,15,SLC30A4
ENSG00000113719,5,ERGIC1
ENSG00000126768,X,TIMM17B
ENSG00000054148,9,PHPT1
ENSG00000165390,10,ANXA8
ENSG00000073584,17,SMARCE1
ENSG00000185246,14,PRPF39
ENSG00000155330,16,C16orf87
ENSG00000244672,HSCHR6_MHC_DBB,LY6G5B
ENSG00000158552,2,ZFAND2B
ENSG00000173530,8,TNFRSF10D
ENSG00000226742,18,HSBP1L1
ENSG00000161542,17,PRPSAP1
ENSG00000168140,16,VASN
ENSG00000132485,1,ZRANB2
ENSG00000100346,22,CACNA1I
ENSG00000141759,18,TXNL4A
ENSG00000177943,9,MAMDC4
ENSG00000233831,HSCHR6_MHC_SSTO,ZNF311
ENSG00000104689,8,TNFRSF10A
ENSG00000166123,16,GPT2
ENSG00000105698,19,USF2
ENSG00000065150,13,IPO5
ENSG00000101003,20,GINS1
ENSG00000135502,12,SLC26A10
ENSG00000119139,9,TJP2
ENSG00000106034,7,CPED1
ENSG00000169750,17,RAC3
ENSG00000178127,18,NDUFV2
ENSG00000137285,6,TUBB2B
ENSG00000165521,14,EML5
ENSG00000103423,16,DNAJA3
ENSG00000138411,2,HECW2
ENSG00000107223,9,EDF1
ENSG00000148942,11,SLC5A12
ENSG00000112996,5,MRPS30
ENSG00000147457,8,CHMP7
ENSG00000172260,1,NEGR1
ENSG00000198912,1,C1orf174
ENSG00000104164,15,BLOC1S6
ENSG00000163751,3,CPA3
ENSG00000206376,HSCHR6_MHC_QBL,EHMT2
ENSG00000117748,1,RPA2
ENSG00000108389,17,MTMR4
ENSG00000196436,16,NPIPB15
ENSG00000113712,5,CSNK1A1
ENSG00000176971,11,FIBIN
ENSG00000196581,1,AJAP1
ENSG00000113916,3,BCL6
ENSG00000160808,3,MYL3
ENSG00000144230,2,GPR17
ENSG00000164338,5,UTP15
ENSG00000121377,12,TAS2R7
ENSG00000121314,12,TAS2R8
ENSG00000121381,12,TAS2R9
ENSG00000140839,16,CLEC18B
ENSG00000129151,11,BBOX1
ENSG00000130167,19,TSPAN16
ENSG00000127191,9,TRAF2
ENSG00000142156,21,COL6A1
ENSG00000044115,5,CTNNA1
ENSG00000162620,1,LRRIQ3
ENSG00000231974,HSCHR6_MHC_MANN,APOM
ENSG00000164588,5,HCN1
ENSG00000154358,1,OBSCN
ENSG00000111215,12,PRR4
ENSG00000234507,HSCHR6_MHC_COX,BRD2
ENSG00000105968,7,H2AFV
ENSG00000122873,10,CISD1
ENSG00000237284,HSCHR6_MHC_SSTO,MAS1L
ENSG00000069345,16,DNAJA2
ENSG00000158571,X,PFKFB1
ENSG00000204619,6,PPP1R11
ENSG00000077044,2,DGKD
ENSG00000126453,19,BCL2L12
ENSG00000168894,2,RNF181
ENSG00000130226,7,DPP6
ENSG00000131697,1,NPHP4
ENSG00000102103,X,PQBP1
ENSG00000143543,1,JTB
ENSG00000164362,5,TERT
ENSG00000254685,1,FPGT
ENSG00000153406,16,NMRAL1
ENSG00000263062,HSCHR5_1_CTG1,NAIP
ENSG00000010318,3,PHF7
ENSG00000105514,19,RAB3D
ENSG00000138688,4,KIAA1109
ENSG00000168916,5,ZNF608
ENSG00000072401,10,UBE2D1
ENSG00000159069,9,FBXW5
ENSG00000261974,HG348_PATCH,CWC15
ENSG00000135063,9,FAM189A2
ENSG00000140464,15,PML
ENSG00000109881,11,CCDC34
ENSG00000101546,18,RBFA
ENSG00000110917,12,MLEC
ENSG00000136709,2,WDR33
ENSG00000205592,12,MUC19
ENSG00000106415,7,GLCCI1
ENSG00000172425,11,TTC36
ENSG00000168884,4,TNIP2
ENSG00000135324,6,MRAP2
ENSG00000236561,HSCHR6_MHC_SSTO,MOG
ENSG00000206470,HSCHR6_MHC_MCF,MAS1L
ENSG00000105518,19,TMEM205
ENSG00000160801,3,PTH1R
